nodesAttributes.Node,nodesAttributes.ZeroAct,nodesAttributes.UpAct,nodesAttributes.DownAct,nodesAttributes.AvgAct,nodesAttributes.NodeType
SF3B1,100,0,0,0,
POLR2A,100,0,0,0,
PLAG1,100,0,0,0,
SUPT5H,100,0,0,0,
KCNA3,100,0,0,0,
EMD,100,0,0,0,
CHAT,100,0,0,0,
GPC1,100,0,0,0,
MYOG,100,0,0,0,
ELN,100,0,0,0,
CETN2,100,0,0,0,
ZEB2,100,0,0,0,
CRX,100,0,0,0,
SOX10,100,0,0,0,
HK1,100,0,0,0,
NEFL,100,0,0,0,
CORO1A,100,0,0,0,
RBM4,100,0,0,0,
SRY,100,0,0,0,
UNC5C,100,0,0,0,
FOXO6,100,0,0,0,
GNAT2,100,0,0,0,
WASHC1,100,0,0,0,
LDHA,100,0,0,0,
RAB8A,100,0,0,0,
SMARCD3,100,0,0,0,
TNFAIP1,100,0,0,0,
CDH4,100,0,0,0,
TRIOBP,100,0,0,0,
SMN1,100,0,0,0,
TFCP2,100,0,0,0,
RPS19,100,0,0,0,
EWSR1,100,0,0,0,
NR4A2,100,0,0,0,
TOB1,100,0,0,0,
ETV1,100,0,0,0,
BCKDHA,100,0,0,0,
GFPT1,100,0,0,0,
SEC16B,100,0,0,0,
SIGLEC10,100,0,0,0,
TNS3,100,0,0,0,
TNFAIP8,100,0,0,0,
CD163,100,0,0,0,
SKAP1,100,0,0,0,
ZC3HC1,100,0,0,0,
FANCF,100,0,0,0,
GSDMD,100,0,0,0,
GJA1,100,0,0,0,
GTF2A1,100,0,0,0,
STRADA,100,0,0,0,
CEACAM1,100,0,0,0,
CTDP1,100,0,0,0,
ADD2,100,0,0,0,
ATP2A2,100,0,0,0,
PRH1,100,0,0,0,
RBM8A,100,0,0,0,
NINL,100,0,0,0,
ELL,100,0,0,0,
TGFBR3,100,0,0,0,
SCN11A,100,0,0,0,
CRTC1,100,0,0,0,
SLC12A2,100,0,0,0,
IREB2,100,0,0,0,
CTPS1,100,0,0,0,
CD5,100,0,0,0,
ANP32B,100,0,0,0,
LPIN1,100,0,0,0,
CEP55,100,0,0,0,
GNAL,100,0,0,0,
PDCL,100,0,0,0,
AMPH,100,0,0,0,
TH,100,0,0,0,
TK1,100,0,0,0,
MXI1,100,0,0,0,
CD44,100,0,0,0,
BHLHE41,100,0,0,0,
PDE4C,100,0,0,0,
CNBP,100,0,0,0,
GRIA4,100,0,0,0,
KIZ,100,0,0,0,
PIKFYVE,100,0,0,0,
CNTRL,100,0,0,0,
MYBPC3,100,0,0,0,
PLEK,100,0,0,0,
SCN8A,100,0,0,0,
ERF,100,0,0,0,
COIL,100,0,0,0,
LINGO1,100,0,0,0,
VLDLR,100,0,0,0,
LIN9,100,0,0,0,
LBR,100,0,0,0,
H3F3B,100,0,0,0,
TTC3,100,0,0,0,
DEK,100,0,0,0,
BANF1,100,0,0,0,
DDX3X,100,0,0,0,
ABI2,100,0,0,0,
CD47,100,0,0,0,
OCLN,100,0,0,0,
PITPNM1,100,0,0,0,
SELE,100,0,0,0,
SELP,100,0,0,0,
HNRNPA1,100,0,0,0,
RPS3,100,0,0,0,
CDCA7,100,0,0,0,
MAFA,100,0,0,0,
NOX5,100,0,0,0,
FOXP3,100,0,0,0,
COL5A2,100,0,0,0,
ZFPM1,100,0,0,0,
CDC37,100,0,0,0,
MPZ,100,0,0,0,
EPRS,100,0,0,0,
MARK4,100,0,0,0,
DEPTOR,100,0,0,0,
DOK5,100,0,0,0,
MPLKIP,100,0,0,0,
PLA2G4A,100,0,0,0,
LRP4,100,0,0,0,
LBX1,100,0,0,0,
TNFRSF11B,100,0,0,0,
TNFRSF14,100,0,0,0,
EIF2B5,100,0,0,0,
RHOB,100,0,0,0,
CALD1,100,0,0,0,
CREB3L2,100,0,0,0,
TTF1,100,0,0,0,
NUP50,100,0,0,0,
SSB,100,0,0,0,
AQP9,100,0,0,0,
PGAM1,100,0,0,0,
CA9,100,0,0,0,
TPT1,100,0,0,0,
SPAG5,100,0,0,0,
SNCB,100,0,0,0,
TUBA4A,100,0,0,0,
TUBA8,100,0,0,0,
SCN4A,100,0,0,0,
LILRB1,100,0,0,0,
MARK3,100,0,0,0,
GRIK2,100,0,0,0,
STMN2,100,0,0,0,
MBD3,100,0,0,0,
EIF4ENIF1,100,0,0,0,
SMPD1,100,0,0,0,
GPSM2,100,0,0,0,
TBCB,100,0,0,0,
TUBB6,100,0,0,0,
PLAGL2,100,0,0,0,
TUBB4B,100,0,0,0,
NFATC3,100,0,0,0,
TUBD1,100,0,0,0,
CYP19A1,100,0,0,0,
MED12,100,0,0,0,
LASP1,100,0,0,0,
NFYC,100,0,0,0,
PLEC,100,0,0,0,
GLRB,100,0,0,0,
POU3F1,100,0,0,0,
ETV5,100,0,0,0,
MYL12B,100,0,0,0,
UTRN,100,0,0,0,
DNM1L,100,0,0,0,
IKZF1,100,0,0,0,
KCNJ11,100,0,0,0,
NRXN1,100,0,0,0,
NRXN3,100,0,0,0,
MAZ,100,0,0,0,
PTPRS,100,0,0,0,
HSPA9,100,0,0,0,
SDHB,100,0,0,0,
KCNJ1,100,0,0,0,
CHRNA7,100,0,0,0,
LIG4,100,0,0,0,
HSF2,100,0,0,0,
CIC,100,0,0,0,
KCNK3,100,0,0,0,
NFE2L1,100,0,0,0,
ZNHIT1,100,0,0,0,
F3,100,0,0,0,
MAFB,100,0,0,0,
PHOX2B,100,0,0,0,
TNFRSF13B,100,0,0,0,
CLTCL1,100,0,0,0,
PTH2R,100,0,0,0,
TNFRSF6B,100,0,0,0,
IRF2,100,0,0,0,
SLAMF1,100,0,0,0,
MLXIPL,100,0,0,0,
PAX9,100,0,0,0,
THOC5,100,0,0,0,
TUBB3,100,0,0,0,
KLRK1,100,0,0,0,
KCNN4,100,0,0,0,
TNFRSF17,100,0,0,0,
MYOM2,100,0,0,0,
CD33,100,0,0,0,
MED28,100,0,0,0,
PINX1,100,0,0,0,
SH3GL1,100,0,0,0,
SNRK,100,0,0,0,
PIK3C2B,100,0,0,0,
MSN,100,0,0,0,
MPRIP,100,0,0,0,
NSFL1C,100,0,0,0,
PPP1R14C,100,0,0,0,
ATN1,100,0,0,0,
RRN3,100,0,0,0,
CORO1B,100,0,0,0,
CCNT1,100,0,0,0,
FOXK2,100,0,0,0,
SPTBN1,100,0,0,0,
PDHA2,100,0,0,0,
CAD,100,0,0,0,
PTRH2,100,0,0,0,
GOLGA2,100,0,0,0,
KCNN2,100,0,0,0,
SH2B3,100,0,0,0,
RBSN,100,0,0,0,
NDE1,100,0,0,0,
KCNH2,100,0,0,0,
GPHN,100,0,0,0,
PDHA1,100,0,0,0,
UBTF,100,0,0,0,
GBF1,100,0,0,0,
WWC1,100,0,0,0,
G6PD,100,0,0,0,
MXD1,100,0,0,0,
EDF1,100,0,0,0,
NPY1R,100,0,0,0,
CIR1,100,0,0,0,
SLC6A4,100,0,0,0,
SYN3,100,0,0,0,
PLXNB1,100,0,0,0,
RPLP2,100,0,0,0,
NOXO1,100,0,0,0,
SCN5A,100,0,0,0,
UNC5A,100,0,0,0,
CDH3,100,0,0,0,
HDAC8,100,0,0,0,
ARHGEF4,100,0,0,0,
PLA2G1B,100,0,0,0,
AQP1,100,0,0,0,
TUBB2A,100,0,0,0,
NRP2,100,0,0,0,
TUBG1,100,0,0,0,
DGKA,100,0,0,0,
GFRA1,100,0,0,0,
KCNJ13,100,0,0,0,
KDELR1,100,0,0,0,
AKAP13,100,0,0,0,
DCTN1,100,0,0,0,
MPZL1,100,0,0,0,
UBR5,100,0,0,0,
TBC1D25,100,0,0,0,
RHOC,100,0,0,0,
ZNF622,100,0,0,0,
SEC16A,100,0,0,0,
DSTN,100,0,0,0,
NCF4,100,0,0,0,
GIT2,100,0,0,0,
SLC4A3,100,0,0,0,
FOXL2,100,0,0,0,
KLC1,100,0,0,0,
MAGEA11,100,0,0,0,
GJA5,100,0,0,0,
FHOD1,100,0,0,0,
EFL1,100,0,0,0,
GLIS2,100,0,0,0,
KCNB1,100,0,0,0,
DOK6,100,0,0,0,
POLD3,100,0,0,0,
ARHGDIB,100,0,0,0,
PI4KB,100,0,0,0,
SYNJ1,100,0,0,0,
TUBA3C,100,0,0,0,
TUBA3D,100,0,0,0,
TUBA3E,100,0,0,0,
TUBB8,100,0,0,0,
TUBA1C,100,0,0,0,
TUBB2B,100,0,0,0,
TUBB4A,100,0,0,0,
TUBB1,100,0,0,0,
APOBEC3G,100,0,0,0,
RBM38,100,0,0,0,
KARS,100,0,0,0,
PDE10A,100,0,0,0,
PDCD5,100,0,0,0,
BCL2L12,100,0,0,0,
TPH2,100,0,0,0,
RAB11FIP2,100,0,0,0,
KCNK9,100,0,0,0,
CORO1C,100,0,0,0,
HSPB8,100,0,0,0,
HIST1H2BB,100,0,0,0,
BAG3,100,0,0,0,
HCN4,100,0,0,0,
ETV6,100,0,0,0,
NCKIPSD,100,0,0,0,
DYNLRB1,100,0,0,0,
ARFIP1,100,0,0,0,
CCT2,100,0,0,0,
PLXNA2,100,0,0,0,
KCNC4,100,0,0,0,
IDH2,100,0,0,0,
ACACA,100,0,0,0,
LIPE,100,0,0,0,
NUSAP1,100,0,0,0,
FYB1,100,0,0,0,
GRIN2B,100,0,0,0,
ORC1,100,0,0,0,
AGAP2,100,0,0,0,
COL4A3BP,100,0,0,0,
CETN3,100,0,0,0,
ACO1,100,0,0,0,
TYR,100,0,0,0,
KLF5,100,0,0,0,
PLSCR3,100,0,0,0,
CCDC6,100,0,0,0,
ORC2,100,0,0,0,
SLC12A6,100,0,0,0,
TENT2,100,0,0,0,
PDE6G,100,0,0,0,
PIP4K2B,100,0,0,0,
PHF20,100,0,0,0,
KLF13,100,0,0,0,
RIF1,100,0,0,0,
ZNF148,100,0,0,0,
NPHP1,100,0,0,0,
MAPK4,100,0,0,0,
DPYSL3,100,0,0,0,
CYBB,100,0,0,0,
CCDC88C,100,0,0,0,
DOCK7,100,0,0,0,
SYNCRIP,100,0,0,0,
DCX,100,0,0,0,
AGO2,100,0,0,0,
FXYD1,100,0,0,0,
XRN2,100,0,0,0,
TPM3,100,0,0,0,
CYP1A1,100,0,0,0,
TG,100,0,0,0,
ISL1,100,0,0,0,
HOXB9,100,0,0,0,
CUX1,100,0,0,0,
ZNF692,100,0,0,0,
TBX3,100,0,0,0,
LCAT,100,0,0,0,
HNRNPL,100,0,0,0,
STXBP2,100,0,0,0,
LHX2,100,0,0,0,
MYH9,100,0,0,0,
RNF7,100,0,0,0,
NHLH2,100,0,0,0,
PCYT1A,100,0,0,0,
TFEB,100,0,0,0,
MYBL1,100,0,0,0,
ATXN10,100,0,0,0,
NUDC,100,0,0,0,
MSTN,100,0,0,0,
HHEX,100,0,0,0,
VCPKMT,100,0,0,0,
KIF2B,100,0,0,0,
PIP5K1B,100,0,0,0,
STARD10,100,0,0,0,
VAMP4,100,0,0,0,
PIP5K1C,100,0,0,0,
PTS,100,0,0,0,
ADCY3,100,0,0,0,
FBXO4,100,0,0,0,
DSP,100,0,0,0,
PDCD10,100,0,0,0,
DSN1,100,0,0,0,
GATA6,100,0,0,0,
OSBP,100,0,0,0,
SULT4A1,100,0,0,0,
NXF1,100,0,0,0,
ALYREF,100,0,0,0,
UGT2B7,100,0,0,0,
SCN9A,100,0,0,0,
MAPRE1,100,0,0,0,
GCH1,100,0,0,0,
EIF2B2,100,0,0,0,
EIF2B3,100,0,0,0,
GUCY2C,100,0,0,0,
MSR1,100,0,0,0,
PIK3C2A,100,0,0,0,
CBX3,100,0,0,0,
EEF1D,100,0,0,0,
ITGB3BP,100,0,0,0,
HOXA1,100,0,0,0,
OSMR,100,0,0,0,
PHOX2A,100,0,0,0,
NFIA,100,0,0,0,
CAPZA1,100,0,0,0,
PPP1R12C,100,0,0,0,
IL17RA,100,0,0,0,
IL17RB,100,0,0,0,
IL27RA,100,0,0,0,
ACACB,100,0,0,0,
PRKAG3,100,0,0,0,
HIRA,100,0,0,0,
CROCC,100,0,0,0,
RND3,100,0,0,0,
NDRG2,100,0,0,0,
EIF2B4,100,0,0,0,
CENPU,100,0,0,0,
GFRA2,100,0,0,0,
PCNT,100,0,0,0,
FHOD3,100,0,0,0,
ASCL1,100,0,0,0,
NEK7,100,0,0,0,
ABCC1,100,0,0,0,
CCR9,100,0,0,0,
ERCC6L,100,0,0,0,
SEPT2,100,0,0,0,
SEPT6,100,0,0,0,
ZNF382,100,0,0,0,
BICD2,100,0,0,0,
GTF2A2,100,0,0,0,
KLRC1,100,0,0,0,
KREMEN1,100,0,0,0,
SPHK1,100,0,0,0,
PTGES3,100,0,0,0,
KIF5B,100,0,0,0,
UBE2R2,100,0,0,0,
CKAP2,100,0,0,0,
APLP2,100,0,0,0,
MNX1,100,0,0,0,
EXOC7,100,0,0,0,
NFIC,100,0,0,0,
NFIX,100,0,0,0,
ISCU,100,0,0,0,
NACA,100,0,0,0,
DUOX1,100,0,0,0,
ENOX2,100,0,0,0,
SCN10A,100,0,0,0,
MXD3,100,0,0,0,
HK2,100,0,0,0,
CNTFR,100,0,0,0,
GFRA4,100,0,0,0,
AP1M1,100,0,0,0,
SPTLC1,100,0,0,0,
RAB4A,100,0,0,0,
SORL1,100,0,0,0,
GFRA3,100,0,0,0,
TDP1,100,0,0,0,
MAPRE3,100,0,0,0,
PPP1R9B,100,0,0,0,
ETS2,100,0,0,0,
SRSF2,100,0,0,0,
DICER1,100,0,0,0,
KIF22,100,0,0,0,
KLF1,100,0,0,0,
CTPS2,100,0,0,0,
EXOSC9,100,0,0,0,
SON,100,0,0,0,
TTI1,100,0,0,0,
CETN1,100,0,0,0,
PIP5K1A,100,0,0,0,
TFRC,100,0,0,0,
MN1,100,0,0,0,
CENPJ,100,0,0,0,
MARCO,100,0,0,0,
KIR2DL4,100,0,0,0,
ISL2,100,0,0,0,
MGLL,100,0,0,0,
MYL6B,100,0,0,0,
ATP6AP2,100,0,0,0,
PRPF3,100,0,0,0,
CBX1,100,0,0,0,
EEA1,100,0,0,0,
PLEKHG6,100,0,0,0,
FLII,100,0,0,0,
KLC2,100,0,0,0,
LCP1,100,0,0,0,
ATRN,100,0,0,0,
SHOX,100,0,0,0,
TAF15,100,0,0,0,
CREB3L1,100,0,0,0,
PYGO1,100,0,0,0,
ARHGAP33,100,0,0,0,
GLUD1,100,0,0,0,
PELP1,100,0,0,0,
CRYBB1,100,0,0,0,
ROBO4,100,0,0,0,
CACNB2,100,0,0,0,
PLXNC1,100,0,0,0,
NAE1,100,0,0,0,
MYO1C,100,0,0,0,
PYGL,100,0,0,0,
CRLF1,100,0,0,0,
MXD4,100,0,0,0,
DAPP1,100,0,0,0,
NSUN2,100,0,0,0,
JUP,100,0,0,0,
PAPOLA,100,0,0,0,
SH3GL2,100,0,0,0,
TBX1,100,0,0,0,
MGA,100,0,0,0,
ACVR1C,100,0,0,0,
SAMHD1,100,0,0,0,
SNAPIN,100,0,0,0,
MARS,100,0,0,0,
CEBPG,100,0,0,0,
FOSB,100,0,0,0,
AIRE,100,0,0,0,
LAMTOR5,100,0,0,0,
ITPKA,100,0,0,0,
GLIS3,100,0,0,0,
NSF,100,0,0,0,
MEIS1,100,0,0,0,
HACE1,100,0,0,0,
CD72,100,0,0,0,
IFT88,100,0,0,0,
RGS10,100,0,0,0,
TRAF5,100,0,0,0,
HNRNPM,100,0,0,0,
DIAPH2,100,0,0,0,
SH3BP2,100,0,0,0,
HIST1H1B,100,0,0,0,
TNFRSF4,100,0,0,0,
STK25,100,0,0,0,
LDLR,100,0,0,0,
COL7A1,100,0,0,0,
KCNMA1,100,0,0,0,
ARHGEF18,100,0,0,0,
CRYBB3,100,0,0,0,
NUDT16L1,100,0,0,0,
OSTF1,100,0,0,0,
ENAH,100,0,0,0,
IL1RAPL1,100,0,0,0,
NPR3,100,0,0,0,
ITGA2B,100,0,0,0,
LRP11,100,0,0,0,
LRP2,100,0,0,0,
LRRC4C,100,0,0,0,
DCC,100,0,0,0,
NRXN2,100,0,0,0,
JMJD6,100,0,0,0,
RPSA,100,0,0,0,
THBD,100,0,0,0,
SCARB1,100,0,0,0,
SDC1,100,0,0,0,
SDC3,100,0,0,0,
SCARF1,100,0,0,0,
HMMR,100,0,0,0,
MGRN1,100,0,0,0,
BEX3,100,0,0,0,
OGFR,100,0,0,0,
RTN4R,100,0,0,0,
PLXNA3,100,0,0,0,
PLXNA4,100,0,0,0,
PLXNB2,100,0,0,0,
PLXNB3,100,0,0,0,
PLXND1,100,0,0,0,
EPHB6,100,0,0,0,
HTR5A,100,0,0,0,
GPR135,100,0,0,0,
MAS1,100,0,0,0,
PTGDR2,100,0,0,0,
FSHR,100,0,0,0,
MC2R,100,0,0,0,
TRHR,100,0,0,0,
ACKR1,100,0,0,0,
GPR182,100,0,0,0,
ADGRG1,100,0,0,0,
ADGRL1,100,0,0,0,
GHRHR,100,0,0,0,
GRM4,100,0,0,0,
CD151,100,0,0,0,
TNFRSF8,100,0,0,0,
TNFRSF18,100,0,0,0,
TNFRSF12A,100,0,0,0,
TIGIT,100,0,0,0,
CD2,100,0,0,0,
CD226,100,0,0,0,
KLRC2,100,0,0,0,
OLR1,100,0,0,0,
GP9,100,0,0,0,
BRS3,100,0,0,0,
LRP8,100,0,0,0,
CR1,100,0,0,0,
SELL,100,0,0,0,
PHEX,100,0,0,0,
KIR3DL2,100,0,0,0,
KLRD1,100,0,0,0,
KIR2DS4,100,0,0,0,
IL18RAP,100,0,0,0,
TNFRSF19,100,0,0,0,
CD36,100,0,0,0,
GP1BA,100,0,0,0,
FCGR2B,100,0,0,0,
PYGB,100,0,0,0,
RYR2,100,0,0,0,
ARPC5,100,0,0,0,
LAT2,100,0,0,0,
DLGAP5,100,0,0,0,
FBXO43,100,0,0,0,
TACC3,100,0,0,0,
MLKL,100,0,0,0,
PRKD3,100,0,0,0,
MYL2,100,0,0,0,
CCNL2,100,0,0,0,
LSP1,100,0,0,0,
RHOT1,100,0,0,0,
NFU1,100,0,0,0,
ATF7,100,0,0,0,
EPS8,100,0,0,0,
RHO,100,0,0,0,
PPP1R14B,100,0,0,0,
FCGR2C,100,0,0,0,
MRVI1,100,0,0,0,
DSG1,100,0,0,0,
PRKAG2,100,0,0,0,
PDCD2,100,0,0,0,
SLC9A3,100,0,0,0,
JAM2,100,0,0,0,
JAM3,100,0,0,0,
RASGRF2,100,0,0,0,
FUNDC1,100,0,0,0,
GFAP,100,0,0,0,
TNNT2,100,0,0,0,
PTBP1,100,0,0,0,
MYO6,100,0,0,0,
SATB1,100,0,0,0,
SCAMP3,100,0,0,0,
KIDINS220,100,0,0,0,
TCAP,100,0,0,0,
KIF2A,100,0,0,0,
AQP2,100,0,0,0,
GATA4,100,0,0,0,
TTC5,100,0,0,0,
KIRREL1,100,0,0,0,
PLIN1,100,0,0,0,
SLC12A3,100,0,0,0,
TJP1,100,0,0,0,
NET1,100,0,0,0,
TSSK3,100,0,0,0,
CREB3L3,100,0,0,0,
SYT2,100,0,0,0,
DGKZ,100,0,0,0,
RGS14,100,0,0,0,
LMNB1,100,0,0,0,
SAT1,100,0,0,0,
OTUD7B,100,0,0,0,
SNRNP70,100,0,0,0,
ZHX1,100,0,0,0,
PYGM,100,0,0,0,
ABCC8,100,0,0,0,
PPP1R17,100,0,0,0,
TBCD,100,0,0,0,
IGSF8,100,0,0,0,
EIF3G,100,0,0,0,
ARPC3,100,0,0,0,
VPS28,100,0,0,0,
ATP2A1,100,0,0,0,
MCF2L,100,0,0,0,
POLL,100,0,0,0,
PLP1,100,0,0,0,
ACTR3,100,0,0,0,
TCF7L1,100,0,0,0,
F5,100,0,0,0,
CDR2,100,0,0,0,
COMMD1,100,0,0,0,
PQBP1,100,0,0,0,
SOD1,100,0,0,0,
PCNP,100,0,0,0,
RAD23A,100,0,0,0,
PCF11,100,0,0,0,
EXOC5,100,0,0,0,
UBE2C,100,0,0,0,
PNPLA2,100,0,0,0,
PURA,100,0,0,0,
NSMAF,100,0,0,0,
SPRED2,100,0,0,0,
CDX1,100,0,0,0,
ARF4,100,0,0,0,
MCF2,100,0,0,0,
PEX12,100,0,0,0,
ETFA,100,0,0,0,
EIF3A,100,0,0,0,
VPS4A,100,0,0,0,
IL32,100,0,0,0,
SRGAP2,100,0,0,0,
STAP1,100,0,0,0,
GLUL,100,0,0,0,
SMPD3,100,0,0,0,
ITM2B,100,0,0,0,
SCRIB,100,0,0,0,
PLCD1,100,0,0,0,
EIF4E2,100,0,0,0,
UBE4B,100,0,0,0,
C4B,100,0,0,0,
C4A,100,0,0,0,
LLGL2,100,0,0,0,
UBA3,100,0,0,0,
SRSF8,100,0,0,0,
C7,100,0,0,0,
ACAN,100,0,0,0,
ECM1,100,0,0,0,
SPARC,100,0,0,0,
URI1,100,0,0,0,
RPS6KA6,100,0,0,0,
